Data,Último
04.06.2019,97.38
03.06.2019,97.02
31.05.2019,97.03
30.05.2019,97.457
29.05.2019,96.567
28.05.2019,96.393
27.05.2019,94.864
24.05.2019,93.628
23.05.2019,93.91
22.05.2019,94.361
21.05.2019,94.485
20.05.2019,91.946
17.05.2019,89.993
16.05.2019,90.024
15.05.2019,91.623
14.05.2019,92.092
13.05.2019,91.727
10.05.2019,94.258
09.05.2019,94.808
08.05.2019,95.597
07.05.2019,94.389
06.05.2019,95.009
03.05.2019,96.008
02.05.2019,95.528
30.04.2019,96.353
29.04.2019,96.188
26.04.2019,96.236
25.04.2019,96.552
24.04.2019,95.045
23.04.2019,95.923
22.04.2019,94.588
18.04.2019,94.578
17.04.2019,93.285
16.04.2019,94.333
15.04.2019,93.083
12.04.2019,92.875
11.04.2019,94.755
10.04.2019,95.953
09.04.2019,96.292
08.04.2019,97.369
05.04.2019,97.108
04.04.2019,96.313
03.04.2019,94.491
02.04.2019,95.387
01.04.2019,96.054
29.03.2019,95.415
28.03.2019,94.389
27.03.2019,91.903
26.03.2019,95.307
25.03.2019,93.662
22.03.2019,93.735
21.03.2019,96.729
20.03.2019,98.041
19.03.2019,99.588
18.03.2019,99.994
15.03.2019,99.137
14.03.2019,98.605
13.03.2019,98.904
12.03.2019,97.828
11.03.2019,98.027
08.03.2019,95.365
07.03.2019,94.34
06.03.2019,94.217
01.03.2019,94.604
28.02.2019,95.584
27.02.2019,97.307
26.02.2019,97.602
25.02.2019,97.24
22.02.2019,97.886
21.02.2019,96.932
20.02.2019,96.545
19.02.2019,97.659
18.02.2019,96.51
15.02.2019,97.526
14.02.2019,98.015
13.02.2019,95.842
12.02.2019,96.168
11.02.2019,94.413
08.02.2019,95.343
07.02.2019,94.406
06.02.2019,94.636
05.02.2019,98.311
04.02.2019,98.589
01.02.2019,97.861
31.01.2019,97.394
30.01.2019,96.996
29.01.2019,95.639
28.01.2019,95.444
24.01.2019,97.677
23.01.2019,96.558
22.01.2019,95.103
21.01.2019,96.01
18.01.2019,96.097
17.01.2019,95.351
16.01.2019,94.393
15.01.2019,94.056
14.01.2019,94.474
11.01.2019,93.658
10.01.2019,93.806
09.01.2019,93.613
08.01.2019,92.032
07.01.2019,91.699
04.01.2019,91.841
03.01.2019,91.564
02.01.2019,91.012
28.12.2018,87.887
27.12.2018,85.46
26.12.2018,85.136
21.12.2018,85.697
20.12.2018,85.269
19.12.2018,85.674
18.12.2018,86.61
17.12.2018,86.4
14.12.2018,87.45
13.12.2018,87.838
12.12.2018,86.977
11.12.2018,86.42
10.12.2018,85.915
07.12.2018,88.115
06.12.2018,88.846
05.12.2018,89.04
04.12.2018,88.624
03.12.2018,89.82
30.11.2018,89.504
29.11.2018,89.71
28.11.2018,89.251
27.11.2018,87.891
26.11.2018,85.547
23.11.2018,86.23
22.11.2018,87.477
21.11.2018,87.269
19.11.2018,87.901
16.11.2018,88.515
14.11.2018,85.973
13.11.2018,84.914
12.11.2018,85.525
09.11.2018,85.641
08.11.2018,85.62
07.11.2018,87.714
06.11.2018,88.669
05.11.2018,89.598
01.11.2018,88.419
31.10.2018,87.424
30.10.2018,86.886
29.10.2018,83.797
26.10.2018,85.72
25.10.2018,84.084
24.10.2018,83.064
23.10.2018,85.3
22.10.2018,85.597
19.10.2018,84.22
18.10.2018,83.847
17.10.2018,85.764
16.10.2018,85.718
15.10.2018,83.36
11.10.2018,82.921
10.10.2018,83.679
09.10.2018,86.088
08.10.2018,86.084
05.10.2018,82.322
04.10.2018,82.953
03.10.2018,83.273
02.10.2018,81.612
01.10.2018,78.624
28.09.2018,79.342
27.09.2018,80
26.09.2018,78.656
25.09.2018,78.63
24.09.2018,77.984
21.09.2018,79.444
20.09.2018,78.116
19.09.2018,78.169
18.09.2018,78.314
17.09.2018,76.789
14.09.2018,75.429
13.09.2018,74.687
12.09.2018,75.125
11.09.2018,74.657
10.09.2018,76.436
06.09.2018,76.416
05.09.2018,75.092
04.09.2018,74.712
03.09.2018,76.193
31.08.2018,76.678
30.08.2018,76.404
29.08.2018,78.389
28.08.2018,77.473
27.08.2018,77.93
24.08.2018,76.262
23.08.2018,75.634
22.08.2018,76.902
21.08.2018,75.18
20.08.2018,76.328
17.08.2018,76.028
16.08.2018,76.819
15.08.2018,77.078
14.08.2018,78.602
13.08.2018,77.496
10.08.2018,76.514
09.08.2018,78.768
08.08.2018,79.152
07.08.2018,80.347
06.08.2018,81.051
03.08.2018,81.435
02.08.2018,79.637
01.08.2018,79.302
31.07.2018,79.22
30.07.2018,80.276
27.07.2018,79.866
26.07.2018,79.405
25.07.2018,80.218
24.07.2018,79.155
23.07.2018,77.996
20.07.2018,78.571
19.07.2018,77.487
18.07.2018,77.363
17.07.2018,78.13
16.07.2018,76.653
13.07.2018,76.594
12.07.2018,75.856
11.07.2018,74.399
10.07.2018,74.862
06.07.2018,75.01
05.07.2018,74.553
04.07.2018,74.743
03.07.2018,73.668
02.07.2018,72.84
29.06.2018,72.763
28.06.2018,71.767
27.06.2018,70.609
26.06.2018,71.405
25.06.2018,70.953
22.06.2018,70.641
21.06.2018,70.075
20.06.2018,72.123
19.06.2018,71.394
18.06.2018,69.815
15.06.2018,70.758
14.06.2018,71.421
13.06.2018,72.122
12.06.2018,72.754
11.06.2018,72.308
08.06.2018,72.942
07.06.2018,73.851
06.06.2018,76.117
05.06.2018,76.642
04.06.2018,78.596
01.06.2018,77.24
30.05.2018,76.754
29.05.2018,76.072
28.05.2018,75.356
25.05.2018,78.898
24.05.2018,80.122
23.05.2018,80.867
22.05.2018,82.739
21.05.2018,81.815
18.05.2018,83.082
17.05.2018,83.622
16.05.2018,86.537
15.05.2018,85.13
14.05.2018,85.232
11.05.2018,85.22
10.05.2018,85.861
09.05.2018,84.265
08.05.2018,82.956
07.05.2018,82.714
04.05.2018,83.118
03.05.2018,83.288
02.05.2018,84.547
30.04.2018,86.115
27.04.2018,86.445
26.04.2018,86.383
25.04.2018,85.044
24.04.2018,85.469
23.04.2018,85.602
20.04.2018,85.55
19.04.2018,85.824
18.04.2018,85.776
17.04.2018,84.086
16.04.2018,82.862
13.04.2018,84.334
12.04.2018,85.444
11.04.2018,85.246
10.04.2018,84.51
09.04.2018,83.307
06.04.2018,84.82
05.04.2018,85.21
04.04.2018,84.36
03.04.2018,84.623
02.04.2018,84.666
29.03.2018,85.366
28.03.2018,83.874
27.03.2018,83.808
26.03.2018,85.088
23.03.2018,84.377
22.03.2018,84.768
21.03.2018,84.977
20.03.2018,84.164
19.03.2018,83.913
16.03.2018,84.886
15.03.2018,84.928
14.03.2018,86.051
13.03.2018,86.384
12.03.2018,86.9
09.03.2018,86.371
08.03.2018,84.985
07.03.2018,85.484
06.03.2018,85.653
05.03.2018,86.023
02.03.2018,85.761
01.03.2018,85.378
28.02.2018,85.354
27.02.2018,86.935
26.02.2018,87.653
23.02.2018,87.293
22.02.2018,86.686
21.02.2018,86.052
20.02.2018,85.804
19.02.2018,84.793
16.02.2018,84.525
15.02.2018,84.291
14.02.2018,83.543
09.02.2018,80.899
08.02.2018,81.533
07.02.2018,82.767
06.02.2018,83.894
05.02.2018,81.861
02.02.2018,84.041
01.02.2018,85.495
31.01.2018,84.913
30.01.2018,84.482
29.01.2018,84.698
26.01.2018,85.531
24.01.2018,83.68
23.01.2018,80.678
22.01.2018,81.675
19.01.2018,81.22
18.01.2018,80.963
17.01.2018,81.189
16.01.2018,79.832
15.01.2018,79.752
12.01.2018,79.349
11.01.2018,79.365
10.01.2018,78.201
09.01.2018,78.864
08.01.2018,79.379
05.01.2018,79.071
04.01.2018,78.647
03.01.2018,77.995
02.01.2018,77.891
28.12.2017,76.402
27.12.2017,76.073
26.12.2017,75.708
22.12.2017,75.187
21.12.2017,75.133
20.12.2017,73.367
19.12.2017,72.68
18.12.2017,73.115
15.12.2017,72.608
14.12.2017,72.429
13.12.2017,72.914
12.12.2017,73.814
11.12.2017,72.8
08.12.2017,72.732
07.12.2017,72.487
06.12.2017,73.268
05.12.2017,72.546
04.12.2017,73.09
01.12.2017,72.264
30.11.2017,71.971
29.11.2017,72.7
28.11.2017,74.14
27.11.2017,74.059
24.11.2017,74.157
23.11.2017,74.487
22.11.2017,74.519
21.11.2017,74.595
17.11.2017,73.437
16.11.2017,72.512
14.11.2017,70.827
13.11.2017,72.475
10.11.2017,72.166
09.11.2017,72.931
08.11.2017,74.363
07.11.2017,72.415
06.11.2017,74.311
03.11.2017,73.915
01.11.2017,73.824
31.10.2017,74.308
30.10.2017,74.8
27.10.2017,75.976
26.10.2017,75.896
25.10.2017,76.671
24.10.2017,76.35
23.10.2017,75.413
20.10.2017,76.391
19.10.2017,76.283
18.10.2017,76.591
17.10.2017,76.201
16.10.2017,76.892
13.10.2017,76.99
11.10.2017,76.66
10.10.2017,76.897
09.10.2017,75.727
06.10.2017,76.055
05.10.2017,76.618
04.10.2017,76.591
03.10.2017,76.763
02.10.2017,74.36
29.09.2017,74.294
28.09.2017,73.567
27.09.2017,73.797
26.09.2017,74.319
25.09.2017,74.443
22.09.2017,75.39
21.09.2017,75.604
20.09.2017,76.004
19.09.2017,75.974
18.09.2017,75.99
15.09.2017,75.757
14.09.2017,74.657
13.09.2017,74.788
12.09.2017,74.539
11.09.2017,74.319
08.09.2017,73.079
06.09.2017,73.412
05.09.2017,72.151
04.09.2017,72.129
01.09.2017,71.923
31.08.2017,70.835
30.08.2017,70.886
29.08.2017,71.33
28.08.2017,71.017
25.08.2017,71.074
24.08.2017,71.133
23.08.2017,70.478
22.08.2017,70.011
21.08.2017,68.635
18.08.2017,68.715
17.08.2017,67.977
16.08.2017,68.594
15.08.2017,68.355
14.08.2017,68.285
11.08.2017,67.359
10.08.2017,66.992
09.08.2017,67.671
08.08.2017,67.899
07.08.2017,67.94
04.08.2017,66.898
03.08.2017,66.777
02.08.2017,67.136
01.08.2017,66.516
31.07.2017,65.92
28.07.2017,65.497
27.07.2017,65.277
26.07.2017,65.011
25.07.2017,65.668
24.07.2017,65.1
21.07.2017,64.684
20.07.2017,64.938
19.07.2017,65.18
18.07.2017,65.338
17.07.2017,65.212
14.07.2017,65.436
13.07.2017,65.178
12.07.2017,64.836
11.07.2017,63.832
10.07.2017,63.025
07.07.2017,62.322
06.07.2017,62.47
05.07.2017,63.154
04.07.2017,63.232
03.07.2017,63.28
30.06.2017,62.9
29.06.2017,62.239
28.06.2017,62.018
27.06.2017,61.675
26.06.2017,62.188
23.06.2017,61.087
22.06.2017,61.272
21.06.2017,60.762
20.06.2017,60.766
19.06.2017,62.014
16.06.2017,61.626
14.06.2017,61.923
13.06.2017,61.829
12.06.2017,61.7
09.06.2017,62.211
08.06.2017,62.756
07.06.2017,63.171
06.06.2017,62.955
05.06.2017,62.45
02.06.2017,62.511
01.06.2017,62.289
31.05.2017,62.711
30.05.2017,63.962
29.05.2017,63.761
26.05.2017,64.085
25.05.2017,63.227
24.05.2017,63.257
23.05.2017,62.662
22.05.2017,61.673
19.05.2017,62.639
18.05.2017,61.597
17.05.2017,67.54
16.05.2017,68.684
15.05.2017,68.474
12.05.2017,68.222
11.05.2017,67.538
10.05.2017,67.35
09.05.2017,66.278
08.05.2017,65.526
05.05.2017,65.71
04.05.2017,64.863
03.05.2017,66.094
02.05.2017,66.722
28.04.2017,65.403
27.04.2017,64.677
26.04.2017,64.862
25.04.2017,65.148
24.04.2017,64.389
20.04.2017,63.761
19.04.2017,63.407
18.04.2017,64.159
17.04.2017,64.335
13.04.2017,62.826
12.04.2017,63.892
11.04.2017,64.36
10.04.2017,64.65
07.04.2017,64.593
06.04.2017,64.223
05.04.2017,64.775
04.04.2017,65.769
03.04.2017,65.211
31.03.2017,64.984
30.03.2017,65.266
29.03.2017,65.528
28.03.2017,64.64
27.03.2017,64.308
24.03.2017,63.854
23.03.2017,63.531
22.03.2017,63.521
21.03.2017,62.98
20.03.2017,64.884
17.03.2017,64.21
16.03.2017,65.783
15.03.2017,66.235
14.03.2017,64.699
13.03.2017,65.534
10.03.2017,64.675
09.03.2017,64.585
08.03.2017,64.718
07.03.2017,65.742
06.03.2017,66.341
03.03.2017,66.786
02.03.2017,65.855
01.03.2017,66.989
24.02.2017,66.662
23.02.2017,67.461
22.02.2017,68.59
21.02.2017,69.052
20.02.2017,68.533
17.02.2017,67.748
16.02.2017,67.814
15.02.2017,67.976
14.02.2017,66.713
13.02.2017,66.968
10.02.2017,66.125
09.02.2017,64.965
08.02.2017,64.835
07.02.2017,64.199
06.02.2017,63.993
03.02.2017,64.954
02.02.2017,64.578
01.02.2017,64.836
31.01.2017,64.671
30.01.2017,64.302
27.01.2017,66.034
26.01.2017,66.191
24.01.2017,65.84
23.01.2017,65.749
20.01.2017,64.521
19.01.2017,63.951
18.01.2017,64.15
17.01.2017,64.354
16.01.2017,63.831
13.01.2017,63.652
12.01.2017,63.954
11.01.2017,62.446
10.01.2017,62.132
09.01.2017,61.7
06.01.2017,61.665
05.01.2017,62.071
04.01.2017,61.589
03.01.2017,61.814
02.01.2017,59.589
29.12.2016,60.227
28.12.2016,59.782
27.12.2016,58.697
26.12.2016,58.62
23.12.2016,57.937
22.12.2016,57.255
21.12.2016,57.647
20.12.2016,57.583
19.12.2016,57.111
16.12.2016,58.389
15.12.2016,58.396
14.12.2016,58.212
13.12.2016,59.281
12.12.2016,59.179
09.12.2016,60.501
08.12.2016,60.677
07.12.2016,61.414
06.12.2016,61.088
05.12.2016,59.832
02.12.2016,60.316
01.12.2016,59.507
30.11.2016,61.906
29.11.2016,60.987
28.11.2016,62.855
25.11.2016,61.559
24.11.2016,61.396
23.11.2016,61.986
22.11.2016,61.954
21.11.2016,61.07
18.11.2016,59.962
17.11.2016,59.77
16.11.2016,60.759
14.11.2016,59.657
11.11.2016,59.184
10.11.2016,61.201
09.11.2016,63.258
08.11.2016,64.158
07.11.2016,64.052
04.11.2016,61.598
03.11.2016,61.75
01.11.2016,63.326
31.10.2016,64.925
28.10.2016,64.308
27.10.2016,64.25
26.10.2016,63.826
25.10.2016,63.866
24.10.2016,64.06
21.10.2016,64.108
20.10.2016,63.838
19.10.2016,63.506
18.10.2016,63.782
17.10.2016,62.696
14.10.2016,61.767
13.10.2016,61.119
11.10.2016,61.022
10.10.2016,61.668
07.10.2016,61.109
06.10.2016,60.644
05.10.2016,60.254
04.10.2016,59.339
03.10.2016,59.461
30.09.2016,58.367
29.09.2016,58.351
28.09.2016,59.356
27.09.2016,58.382
26.09.2016,58.054
23.09.2016,58.697
22.09.2016,58.994
21.09.2016,58.394
20.09.2016,57.736
19.09.2016,57.35
16.09.2016,57.08
15.09.2016,57.909
14.09.2016,57.059
13.09.2016,56.821
12.09.2016,58.586
09.09.2016,58
08.09.2016,60.232
06.09.2016,60.129
05.09.2016,59.566
02.09.2016,59.616
01.09.2016,58.236
31.08.2016,57.901
30.08.2016,58.575
29.08.2016,58.61
26.08.2016,57.716
25.08.2016,57.722
24.08.2016,57.718
23.08.2016,58.02
22.08.2016,57.781
19.08.2016,59.099
18.08.2016,59.166
17.08.2016,59.324
16.08.2016,58.855
15.08.2016,59.146
12.08.2016,58.298
11.08.2016,58.3
10.08.2016,56.92
09.08.2016,57.689
08.08.2016,57.635
05.08.2016,57.661
04.08.2016,57.594
03.08.2016,57.077
02.08.2016,56.162
01.08.2016,56.756
29.07.2016,57.308
28.07.2016,56.667
27.07.2016,56.853
26.07.2016,56.783
25.07.2016,56.873
22.07.2016,57.002
21.07.2016,56.641
20.07.2016,56.578
19.07.2016,56.698
18.07.2016,56.484
15.07.2016,55.578
14.07.2016,55.481
13.07.2016,54.598
12.07.2016,54.256
11.07.2016,53.96
08.07.2016,53.141
07.07.2016,52.015
06.07.2016,51.902
05.07.2016,51.842
04.07.2016,52.569
01.07.2016,52.233
30.06.2016,51.527
29.06.2016,51.002
28.06.2016,50.007
27.06.2016,49.246
24.06.2016,50.105
23.06.2016,51.56
22.06.2016,50.156
21.06.2016,50.838
20.06.2016,50.329
17.06.2016,49.534
16.06.2016,49.412
15.06.2016,48.915
14.06.2016,48.648
13.06.2016,49.661
10.06.2016,49.422
09.06.2016,51.118
08.06.2016,51.629
07.06.2016,50.488
06.06.2016,50.432
03.06.2016,50.619
02.06.2016,49.887
01.06.2016,49.013
31.05.2016,48.472
30.05.2016,48.964
27.05.2016,49.051
25.05.2016,49.483
24.05.2016,49.345
23.05.2016,49.33
20.05.2016,49.723
19.05.2016,50.133
18.05.2016,50.562
17.05.2016,50.839
16.05.2016,51.803
13.05.2016,51.804
12.05.2016,53.241
11.05.2016,52.764
10.05.2016,53.071
09.05.2016,50.99
06.05.2016,51.718
05.05.2016,51.671
04.05.2016,52.553
03.05.2016,52.26
02.05.2016,53.562
29.04.2016,53.911
28.04.2016,54.312
27.04.2016,54.478
26.04.2016,53.083
25.04.2016,51.862
22.04.2016,52.908
20.04.2016,53.631
19.04.2016,53.71
18.04.2016,52.894
15.04.2016,53.228
14.04.2016,52.411
13.04.2016,53.15
12.04.2016,52.002
11.04.2016,50.165
08.04.2016,50.293
07.04.2016,48.513
06.04.2016,48.096
05.04.2016,49.054
04.04.2016,48.78
01.04.2016,50.562
31.03.2016,50.055
30.03.2016,51.249
29.03.2016,51.155
28.03.2016,50.838
24.03.2016,49.657
23.03.2016,49.69
22.03.2016,51.01
21.03.2016,51.172
18.03.2016,50.815
17.03.2016,50.914
16.03.2016,47.763
15.03.2016,47.13
14.03.2016,48.867
11.03.2016,49.639
10.03.2016,49.571
09.03.2016,48.665
08.03.2016,49.102
07.03.2016,49.246
04.03.2016,49.085
03.03.2016,47.193
02.03.2016,44.893
01.03.2016,44.122
29.02.2016,42.794
26.02.2016,41.593
25.02.2016,41.888
24.02.2016,42.085
23.02.2016,42.521
22.02.2016,43.235
19.02.2016,41.543
18.02.2016,41.478
17.02.2016,41.631
16.02.2016,40.948
15.02.2016,40.093
12.02.2016,39.808
11.02.2016,39.318
10.02.2016,40.377
05.02.2016,40.592
04.02.2016,40.822
03.02.2016,39.589
02.02.2016,38.596
01.02.2016,40.57
29.01.2016,40.406
28.01.2016,38.63
27.01.2016,38.376
26.01.2016,37.497
22.01.2016,38.031
21.01.2016,37.717
20.01.2016,37.645
19.01.2016,38.057
18.01.2016,37.937
15.01.2016,38.569
14.01.2016,39.5
13.01.2016,38.944
12.01.2016,39.514
11.01.2016,39.95
08.01.2016,40.612
07.01.2016,40.695
06.01.2016,41.773
05.01.2016,42.419
04.01.2016,42.141
30.12.2015,43.35
29.12.2015,43.654
28.12.2015,43.764
23.12.2015,44.015
22.12.2015,43.47
21.12.2015,43.2
18.12.2015,43.911
17.12.2015,45.261
16.12.2015,45.016
15.12.2015,44.872
14.12.2015,44.747
11.12.2015,45.263
10.12.2015,45.631
09.12.2015,46.108
08.12.2015,44.443
07.12.2015,45.223
04.12.2015,45.361
03.12.2015,46.393
02.12.2015,44.915
01.12.2015,45.047
30.11.2015,45.12
27.11.2015,45.873
26.11.2015,47.146
25.11.2015,46.867
24.11.2015,48.284
23.11.2015,48.15
19.11.2015,48.139
18.11.2015,47.436
17.11.2015,47.248
16.11.2015,46.847
13.11.2015,46.517
12.11.2015,46.884
11.11.2015,47.065
10.11.2015,46.207
09.11.2015,46.195
06.11.2015,46.919
05.11.2015,48.047
04.11.2015,47.71
03.11.2015,48.054
30.10.2015,45.869
29.10.2015,45.628
28.10.2015,46.741
27.10.2015,47.043
26.10.2015,47.209
23.10.2015,47.597
22.10.2015,47.772
21.10.2015,47.026
20.10.2015,47.077
19.10.2015,47.447
16.10.2015,47.236
15.10.2015,47.161
14.10.2015,46.71
13.10.2015,47.363
09.10.2015,49.338
08.10.2015,49.107
07.10.2015,48.914
06.10.2015,47.735
05.10.2015,47.598
02.10.2015,47.033
01.10.2015,45.313
30.09.2015,45.059
29.09.2015,44.132
28.09.2015,43.957
25.09.2015,44.831
24.09.2015,45.292
23.09.2015,45.34
22.09.2015,46.265
21.09.2015,46.59
18.09.2015,47.264
17.09.2015,48.551
16.09.2015,48.553
15.09.2015,47.364
14.09.2015,47.282
11.09.2015,46.401
10.09.2015,46.504
09.09.2015,46.657
08.09.2015,46.762
04.09.2015,46.498
03.09.2015,47.366
02.09.2015,46.464
01.09.2015,45.477
31.08.2015,46.626
28.08.2015,47.154
27.08.2015,47.715
26.08.2015,46.038
25.08.2015,44.545
24.08.2015,44.336
21.08.2015,45.72
20.08.2015,46.649
19.08.2015,46.588
18.08.2015,47.451
17.08.2015,47.217
14.08.2015,47.508
13.08.2015,48.01
12.08.2015,48.388
11.08.2015,49.072
10.08.2015,49.353
07.08.2015,48.577
06.08.2015,50.011
05.08.2015,50.287
04.08.2015,50.058
03.08.2015,50.138
31.07.2015,50.865
30.07.2015,49.897
29.07.2015,50.245
28.07.2015,49.602
27.07.2015,48.736
24.07.2015,49.246
23.07.2015,49.807
22.07.2015,50.916
21.07.2015,51.474
20.07.2015,51.6
17.07.2015,52.342
16.07.2015,53.07
15.07.2015,52.902
14.07.2015,53.239
13.07.2015,53.119
10.07.2015,52.591
08.07.2015,51.782
07.07.2015,52.344
06.07.2015,52.149
03.07.2015,52.519
02.07.2015,53.106
01.07.2015,52.758
30.06.2015,53.081
29.06.2015,53.014
26.06.2015,54.017
25.06.2015,53.176
24.06.2015,53.843
23.06.2015,53.772
22.06.2015,53.864
19.06.2015,53.749
18.06.2015,54.239
17.06.2015,53.249
16.06.2015,53.702
15.06.2015,53.138
12.06.2015,53.348
11.06.2015,53.689
10.06.2015,53.876
09.06.2015,52.816
08.06.2015,52.81
05.06.2015,52.973
03.06.2015,53.523
02.06.2015,54.236
01.06.2015,53.031
29.05.2015,52.76
28.05.2015,53.976
27.05.2015,54.236
26.05.2015,53.63
25.05.2015,54.609
22.05.2015,54.377
21.05.2015,55.112
20.05.2015,54.901
19.05.2015,55.499
18.05.2015,56.204
15.05.2015,57.249
14.05.2015,56.657
13.05.2015,56.372
12.05.2015,56.792
11.05.2015,57.197
08.05.2015,57.149
07.05.2015,56.921
06.05.2015,57.103
05.05.2015,58.052
04.05.2015,57.354
30.04.2015,56.229
29.04.2015,55.325
28.04.2015,55.812
27.04.2015,55.534
24.04.2015,56.594
23.04.2015,55.685
22.04.2015,54.617
20.04.2015,53.761
17.04.2015,53.955
16.04.2015,54.674
15.04.2015,54.919
14.04.2015,53.982
13.04.2015,54.24
10.04.2015,54.214
09.04.2015,53.803
08.04.2015,53.661
07.04.2015,53.729
06.04.2015,53.737
02.04.2015,53.123
01.04.2015,52.322
31.03.2015,51.15
30.03.2015,51.243
27.03.2015,50.095
26.03.2015,50.58
25.03.2015,51.858
24.03.2015,51.506
23.03.2015,51.908
20.03.2015,51.967
19.03.2015,50.954
18.03.2015,51.526
17.03.2015,50.285
16.03.2015,48.848
13.03.2015,48.596
12.03.2015,48.88
11.03.2015,48.906
10.03.2015,48.293
09.03.2015,49.181
06.03.2015,49.981
05.03.2015,50.365
04.03.2015,50.468
03.03.2015,51.304
02.03.2015,51.021
27.02.2015,51.583
26.02.2015,51.761
25.02.2015,51.811
24.02.2015,51.874
23.02.2015,51.281
20.02.2015,51.238
19.02.2015,51.294
18.02.2015,51.28
13.02.2015,50.636
12.02.2015,49.533
11.02.2015,48.24
10.02.2015,48.51
09.02.2015,49.383
06.02.2015,48.792
05.02.2015,49.234
04.02.2015,49.301
03.02.2015,48.964
02.02.2015,47.651
30.01.2015,46.908
29.01.2015,47.762
28.01.2015,47.695
27.01.2015,48.591
26.01.2015,48.577
23.01.2015,48.775
22.01.2015,49.443
21.01.2015,49.224
20.01.2015,47.877
19.01.2015,47.758
16.01.2015,49.017
15.01.2015,48.026
14.01.2015,47.646
13.01.2015,48.042
12.01.2015,48.14
09.01.2015,48.84
08.01.2015,49.943
07.01.2015,49.463
06.01.2015,48.001
05.01.2015,47.517
02.01.2015,48.512
30.12.2014,50.007
29.12.2014,50.594
26.12.2014,50.145
23.12.2014,50.89
22.12.2014,50.121
19.12.2014,49.651
18.12.2014,48.496
17.12.2014,48.714
16.12.2014,47.008
15.12.2014,47.019
12.12.2014,48.002
11.12.2014,49.862
10.12.2014,49.548
09.12.2014,50.193
08.12.2014,50.274
05.12.2014,51.993
04.12.2014,51.427
03.12.2014,52.32
02.12.2014,51.612
01.12.2014,52.277
28.11.2014,54.724
27.11.2014,54.721
26.11.2014,55.098
25.11.2014,55.561
24.11.2014,55.407
21.11.2014,56.084
19.11.2014,53.403
18.11.2014,52.062
17.11.2014,51.257
14.11.2014,51.772
13.11.2014,51.846
12.11.2014,52.979
11.11.2014,52.474
10.11.2014,52.725
07.11.2014,53.223
06.11.2014,52.637
05.11.2014,53.698
04.11.2014,54.384
03.11.2014,53.947
31.10.2014,54.629
30.10.2014,52.337
29.10.2014,51.049
28.10.2014,52.33
27.10.2014,50.504
24.10.2014,51.941
23.10.2014,50.713
22.10.2014,52.411
21.10.2014,52.432
20.10.2014,54.303
17.10.2014,55.724
16.10.2014,54.298
15.10.2014,56.135
14.10.2014,58.015
13.10.2014,57.957
10.10.2014,55.312
09.10.2014,57.268
08.10.2014,57.058
07.10.2014,57.436
06.10.2014,57.116
03.10.2014,54.54
02.10.2014,53.519
01.10.2014,52.858
30.09.2014,54.116
29.09.2014,54.625
26.09.2014,57.212
25.09.2014,55.962
24.09.2014,56.824
23.09.2014,56.54
22.09.2014,56.818
19.09.2014,57.789
18.09.2014,58.374
17.09.2014,59.108
16.09.2014,59.115
15.09.2014,57.949
12.09.2014,56.928
11.09.2014,58.337
10.09.2014,58.199
09.09.2014,58.676
08.09.2014,59.193
05.09.2014,60.682
04.09.2014,60.8
03.09.2014,61.837
02.09.2014,61.896
01.09.2014,61.141
29.08.2014,61.288
28.08.2014,60.291
27.08.2014,60.951
26.08.2014,59.821
25.08.2014,59.735
22.08.2014,58.407
21.08.2014,58.992
20.08.2014,58.878
19.08.2014,58.449
18.08.2014,57.561
15.08.2014,56.964
14.08.2014,55.78
13.08.2014,55.581
12.08.2014,56.442
11.08.2014,56.613
08.08.2014,55.573
07.08.2014,56.188
06.08.2014,56.487
05.08.2014,56.202
04.08.2014,56.616
01.08.2014,55.903
31.07.2014,55.829
30.07.2014,56.878
29.07.2014,57.119
28.07.2014,57.696
25.07.2014,57.821
24.07.2014,57.978
23.07.2014,57.42
22.07.2014,57.983
21.07.2014,57.634
18.07.2014,57.013
17.07.2014,55.638
16.07.2014,55.717
15.07.2014,55.974
14.07.2014,55.744
11.07.2014,54.786
10.07.2014,54.593
