Data,Último,ID,TIPO
29.03.2023,101.793,320,IBOVESPA
28.03.2023,101.185,321,IBOVESPA
27.03.2023,99.67,322,IBOVESPA
24.03.2023,98.829,323,IBOVESPA
23.03.2023,97.926,324,IBOVESPA
22.03.2023,100.221,325,IBOVESPA
21.03.2023,100.998,326,IBOVESPA
20.03.2023,100.923,327,IBOVESPA
17.03.2023,101.982,328,IBOVESPA
16.03.2023,103.435,329,IBOVESPA
15.03.2023,102.675,330,IBOVESPA
14.03.2023,102.932,331,IBOVESPA
13.03.2023,103.121,332,IBOVESPA
10.03.2023,103.618,333,IBOVESPA
09.03.2023,105.071,334,IBOVESPA
08.03.2023,106.54,335,IBOVESPA
07.03.2023,104.228,336,IBOVESPA
06.03.2023,104.7,337,IBOVESPA
03.03.2023,103.866,338,IBOVESPA
02.03.2023,103.326,339,IBOVESPA
01.03.2023,104.385,340,IBOVESPA
28.02.2023,104.932,341,IBOVESPA
27.02.2023,105.711,342,IBOVESPA
24.02.2023,105.798,343,IBOVESPA
23.02.2023,107.593,344,IBOVESPA
22.02.2023,107.152,345,IBOVESPA
17.02.2023,109.177,346,IBOVESPA
16.02.2023,109.941,347,IBOVESPA
15.02.2023,109.6,348,IBOVESPA
14.02.2023,107.849,349,IBOVESPA
13.02.2023,108.836,350,IBOVESPA
10.02.2023,108.078,351,IBOVESPA
09.02.2023,108.008,352,IBOVESPA
08.02.2023,109.951,353,IBOVESPA
07.02.2023,107.83,354,IBOVESPA
06.02.2023,108.722,355,IBOVESPA
03.02.2023,108.523,356,IBOVESPA
02.02.2023,110.141,357,IBOVESPA
01.02.2023,112.074,358,IBOVESPA
31.01.2023,113.431,359,IBOVESPA
30.01.2023,112.273,360,IBOVESPA
27.01.2023,112.316,361,IBOVESPA
26.01.2023,114.178,362,IBOVESPA
25.01.2023,114.27,363,IBOVESPA
24.01.2023,113.028,364,IBOVESPA
23.01.2023,111.737,365,IBOVESPA
20.01.2023,112.041,366,IBOVESPA
19.01.2023,112.922,367,IBOVESPA
18.01.2023,112.228,368,IBOVESPA
17.01.2023,111.439,369,IBOVESPA
16.01.2023,109.213,370,IBOVESPA
13.01.2023,110.916,371,IBOVESPA
12.01.2023,111.85,372,IBOVESPA
11.01.2023,112.517,373,IBOVESPA
10.01.2023,110.817,374,IBOVESPA
09.01.2023,109.13,375,IBOVESPA
06.01.2023,108.964,376,IBOVESPA
05.01.2023,107.641,377,IBOVESPA
04.01.2023,105.334,378,IBOVESPA
03.01.2023,104.166,379,IBOVESPA
02.01.2023,106.376,380,IBOVESPA
29.12.2022,109.735,381,IBOVESPA
28.12.2022,110.237,382,IBOVESPA
27.12.2022,108.578,383,IBOVESPA
26.12.2022,108.738,384,IBOVESPA
23.12.2022,109.698,385,IBOVESPA
22.12.2022,107.552,386,IBOVESPA
21.12.2022,107.433,387,IBOVESPA
20.12.2022,106.864,388,IBOVESPA
19.12.2022,104.74,389,IBOVESPA
16.12.2022,102.856,390,IBOVESPA
15.12.2022,103.738,391,IBOVESPA
14.12.2022,103.746,392,IBOVESPA
13.12.2022,103.54,393,IBOVESPA
12.12.2022,105.343,394,IBOVESPA
09.12.2022,107.52,395,IBOVESPA
08.12.2022,107.249,396,IBOVESPA
07.12.2022,109.069,397,IBOVESPA
06.12.2022,110.189,398,IBOVESPA
05.12.2022,109.401,399,IBOVESPA
02.12.2022,111.924,400,IBOVESPA
01.12.2022,110.926,401,IBOVESPA
30.11.2022,112.486,402,IBOVESPA
29.11.2022,110.91,403,IBOVESPA
28.11.2022,108.782,404,IBOVESPA
25.11.2022,108.977,405,IBOVESPA
24.11.2022,111.831,406,IBOVESPA
23.11.2022,108.841,407,IBOVESPA
22.11.2022,109.037,408,IBOVESPA
21.11.2022,109.748,409,IBOVESPA
18.11.2022,108.87,410,IBOVESPA
17.11.2022,109.703,411,IBOVESPA
16.11.2022,110.243,412,IBOVESPA
14.11.2022,113.161,413,IBOVESPA
11.11.2022,112.253,414,IBOVESPA
10.11.2022,109.775,415,IBOVESPA
09.11.2022,113.58,416,IBOVESPA
08.11.2022,116.16,417,IBOVESPA
07.11.2022,115.342,418,IBOVESPA
04.11.2022,118.155,419,IBOVESPA
03.11.2022,116.896,420,IBOVESPA
01.11.2022,116.929,421,IBOVESPA
31.10.2022,116.037,422,IBOVESPA
28.10.2022,114.539,423,IBOVESPA
27.10.2022,114.641,424,IBOVESPA
26.10.2022,112.764,425,IBOVESPA
25.10.2022,114.626,426,IBOVESPA
24.10.2022,116.013,427,IBOVESPA
21.10.2022,119.929,428,IBOVESPA
20.10.2022,117.171,429,IBOVESPA
19.10.2022,116.274,430,IBOVESPA
18.10.2022,115.743,431,IBOVESPA
17.10.2022,113.624,432,IBOVESPA
14.10.2022,112.072,433,IBOVESPA
13.10.2022,114.3,434,IBOVESPA
11.10.2022,114.827,435,IBOVESPA
10.10.2022,115.941,436,IBOVESPA
07.10.2022,116.375,437,IBOVESPA
06.10.2022,117.561,438,IBOVESPA
05.10.2022,117.198,439,IBOVESPA
04.10.2022,116.23,440,IBOVESPA
03.10.2022,116.134,441,IBOVESPA
30.09.2022,110.037,442,IBOVESPA
29.09.2022,107.664,443,IBOVESPA
28.09.2022,108.451,444,IBOVESPA
27.09.2022,108.376,445,IBOVESPA
26.09.2022,109.114,446,IBOVESPA
23.09.2022,111.716,447,IBOVESPA
22.09.2022,114.07,448,IBOVESPA
21.09.2022,111.936,449,IBOVESPA
20.09.2022,112.517,450,IBOVESPA
19.09.2022,111.824,451,IBOVESPA
16.09.2022,109.28,452,IBOVESPA
15.09.2022,109.954,453,IBOVESPA
14.09.2022,110.547,454,IBOVESPA
13.09.2022,110.794,455,IBOVESPA
12.09.2022,113.407,456,IBOVESPA
09.09.2022,112.3,457,IBOVESPA
08.09.2022,109.916,458,IBOVESPA
06.09.2022,109.764,459,IBOVESPA
05.09.2022,112.203,460,IBOVESPA
02.09.2022,110.864,461,IBOVESPA
01.09.2022,110.405,462,IBOVESPA
31.08.2022,109.523,463,IBOVESPA
30.08.2022,110.431,464,IBOVESPA
29.08.2022,112.323,465,IBOVESPA
26.08.2022,112.299,466,IBOVESPA
25.08.2022,113.532,467,IBOVESPA
24.08.2022,112.898,468,IBOVESPA
23.08.2022,112.857,469,IBOVESPA
22.08.2022,110.501,470,IBOVESPA
19.08.2022,111.496,471,IBOVESPA
18.08.2022,113.813,472,IBOVESPA
17.08.2022,113.708,473,IBOVESPA
16.08.2022,113.512,474,IBOVESPA
15.08.2022,113.032,475,IBOVESPA
12.08.2022,112.764,476,IBOVESPA
11.08.2022,109.718,477,IBOVESPA
10.08.2022,110.236,478,IBOVESPA
09.08.2022,108.651,479,IBOVESPA
08.08.2022,108.402,480,IBOVESPA
05.08.2022,106.472,481,IBOVESPA
04.08.2022,105.892,482,IBOVESPA
03.08.2022,103.775,483,IBOVESPA
02.08.2022,103.362,484,IBOVESPA
01.08.2022,102.225,485,IBOVESPA
29.07.2022,103.165,486,IBOVESPA
28.07.2022,102.597,487,IBOVESPA
27.07.2022,101.438,488,IBOVESPA
26.07.2022,99.772,489,IBOVESPA
25.07.2022,100.27,490,IBOVESPA
22.07.2022,98.925,491,IBOVESPA
21.07.2022,99.033,492,IBOVESPA
20.07.2022,98.287,493,IBOVESPA
19.07.2022,98.245,494,IBOVESPA
18.07.2022,96.916,495,IBOVESPA
15.07.2022,96.551,496,IBOVESPA
14.07.2022,96.121,497,IBOVESPA
13.07.2022,97.881,498,IBOVESPA
12.07.2022,98.271,499,IBOVESPA
11.07.2022,98.212,500,IBOVESPA
08.07.2022,100.289,501,IBOVESPA
07.07.2022,100.73,502,IBOVESPA
06.07.2022,98.719,503,IBOVESPA
05.07.2022,98.295,504,IBOVESPA
04.07.2022,98.609,505,IBOVESPA
01.07.2022,98.954,506,IBOVESPA
30.06.2022,98.542,507,IBOVESPA
29.06.2022,99.622,508,IBOVESPA
28.06.2022,100.591,509,IBOVESPA
27.06.2022,100.764,510,IBOVESPA
24.06.2022,98.672,511,IBOVESPA
23.06.2022,98.08,512,IBOVESPA
22.06.2022,99.522,513,IBOVESPA
21.06.2022,99.685,514,IBOVESPA
20.06.2022,99.853,515,IBOVESPA
17.06.2022,99.825,516,IBOVESPA
15.06.2022,102.807,517,IBOVESPA
14.06.2022,102.063,518,IBOVESPA
13.06.2022,102.598,519,IBOVESPA
10.06.2022,105.481,520,IBOVESPA
09.06.2022,107.094,521,IBOVESPA
08.06.2022,108.368,522,IBOVESPA
07.06.2022,110.07,523,IBOVESPA
06.06.2022,110.186,524,IBOVESPA
03.06.2022,111.102,525,IBOVESPA
02.06.2022,112.393,526,IBOVESPA
01.06.2022,111.36,527,IBOVESPA
31.05.2022,111.351,528,IBOVESPA
30.05.2022,111.032,529,IBOVESPA
27.05.2022,111.942,530,IBOVESPA
26.05.2022,111.89,531,IBOVESPA
25.05.2022,110.58,532,IBOVESPA
24.05.2022,110.581,533,IBOVESPA
23.05.2022,110.346,534,IBOVESPA
20.05.2022,108.488,535,IBOVESPA
19.05.2022,107.005,536,IBOVESPA
18.05.2022,106.247,537,IBOVESPA
17.05.2022,108.789,538,IBOVESPA
16.05.2022,108.233,539,IBOVESPA
13.05.2022,106.924,540,IBOVESPA
12.05.2022,105.688,541,IBOVESPA
11.05.2022,104.397,542,IBOVESPA
10.05.2022,103.11,543,IBOVESPA
09.05.2022,103.25,544,IBOVESPA
06.05.2022,105.135,545,IBOVESPA
05.05.2022,105.304,546,IBOVESPA
04.05.2022,108.344,547,IBOVESPA
03.05.2022,106.528,548,IBOVESPA
02.05.2022,106.639,549,IBOVESPA
29.04.2022,107.876,550,IBOVESPA
28.04.2022,109.919,551,IBOVESPA
27.04.2022,109.349,552,IBOVESPA
26.04.2022,108.213,553,IBOVESPA
25.04.2022,110.685,554,IBOVESPA
22.04.2022,111.078,555,IBOVESPA
20.04.2022,114.344,556,IBOVESPA
19.04.2022,115.057,557,IBOVESPA
18.04.2022,115.687,558,IBOVESPA
14.04.2022,116.182,559,IBOVESPA
13.04.2022,116.782,560,IBOVESPA
12.04.2022,116.147,561,IBOVESPA
11.04.2022,116.953,562,IBOVESPA
08.04.2022,118.322,563,IBOVESPA
07.04.2022,118.862,564,IBOVESPA
06.04.2022,118.228,565,IBOVESPA
05.04.2022,118.885,566,IBOVESPA
04.04.2022,121.28,567,IBOVESPA
01.04.2022,121.57,568,IBOVESPA
31.03.2022,119.999,569,IBOVESPA
30.03.2022,120.26,570,IBOVESPA
29.03.2022,120.014,571,IBOVESPA
28.03.2022,118.738,572,IBOVESPA
25.03.2022,119.081,573,IBOVESPA
24.03.2022,119.053,574,IBOVESPA
23.03.2022,117.457,575,IBOVESPA
22.03.2022,117.272,576,IBOVESPA
21.03.2022,116.155,577,IBOVESPA
18.03.2022,115.311,578,IBOVESPA
17.03.2022,113.076,579,IBOVESPA
16.03.2022,111.112,580,IBOVESPA
15.03.2022,108.959,581,IBOVESPA
14.03.2022,109.928,582,IBOVESPA
11.03.2022,111.713,583,IBOVESPA
10.03.2022,113.663,584,IBOVESPA
09.03.2022,113.9,585,IBOVESPA
08.03.2022,111.203,586,IBOVESPA
07.03.2022,111.593,587,IBOVESPA
04.03.2022,114.474,588,IBOVESPA
03.03.2022,115.166,589,IBOVESPA
02.03.2022,115.174,590,IBOVESPA
25.02.2022,113.142,591,IBOVESPA
24.02.2022,111.592,592,IBOVESPA
23.02.2022,112.008,593,IBOVESPA
22.02.2022,112.892,594,IBOVESPA
21.02.2022,111.725,595,IBOVESPA
18.02.2022,112.88,596,IBOVESPA
17.02.2022,113.528,597,IBOVESPA
16.02.2022,115.181,598,IBOVESPA
15.02.2022,114.828,599,IBOVESPA
14.02.2022,113.899,600,IBOVESPA
11.02.2022,113.572,601,IBOVESPA
10.02.2022,113.368,602,IBOVESPA
09.02.2022,112.461,603,IBOVESPA
08.02.2022,112.234,604,IBOVESPA
07.02.2022,111.996,605,IBOVESPA
04.02.2022,112.245,606,IBOVESPA
03.02.2022,111.696,607,IBOVESPA
02.02.2022,111.894,608,IBOVESPA
01.02.2022,113.228,609,IBOVESPA
31.01.2022,112.144,610,IBOVESPA
28.01.2022,111.91,611,IBOVESPA
27.01.2022,112.612,612,IBOVESPA
26.01.2022,111.289,613,IBOVESPA
25.01.2022,110.204,614,IBOVESPA
24.01.2022,107.937,615,IBOVESPA
21.01.2022,108.942,616,IBOVESPA
20.01.2022,109.102,617,IBOVESPA
19.01.2022,108.013,618,IBOVESPA
18.01.2022,106.668,619,IBOVESPA
17.01.2022,106.374,620,IBOVESPA
14.01.2022,106.928,621,IBOVESPA
13.01.2022,105.53,622,IBOVESPA
12.01.2022,105.686,623,IBOVESPA
11.01.2022,103.779,624,IBOVESPA
10.01.2022,101.945,625,IBOVESPA
07.01.2022,102.719,626,IBOVESPA
06.01.2022,101.561,627,IBOVESPA
05.01.2022,101.006,628,IBOVESPA
04.01.2022,103.514,629,IBOVESPA
03.01.2022,103.922,630,IBOVESPA
30.12.2021,104.822,631,IBOVESPA
29.12.2021,104.107,632,IBOVESPA
28.12.2021,104.864,633,IBOVESPA
27.12.2021,105.554,634,IBOVESPA
23.12.2021,104.891,635,IBOVESPA
22.12.2021,105.244,636,IBOVESPA
21.12.2021,105.5,637,IBOVESPA
20.12.2021,105.02,638,IBOVESPA
17.12.2021,107.201,639,IBOVESPA
16.12.2021,108.326,640,IBOVESPA
15.12.2021,107.431,641,IBOVESPA
14.12.2021,106.76,642,IBOVESPA
13.12.2021,107.383,643,IBOVESPA
10.12.2021,107.758,644,IBOVESPA
09.12.2021,106.291,645,IBOVESPA
08.12.2021,108.096,646,IBOVESPA
07.12.2021,107.558,647,IBOVESPA
06.12.2021,106.859,648,IBOVESPA
03.12.2021,105.07,649,IBOVESPA
02.12.2021,104.466,650,IBOVESPA
01.12.2021,100.775,651,IBOVESPA
30.11.2021,101.915,652,IBOVESPA
29.11.2021,102.814,653,IBOVESPA
26.11.2021,102.224,654,IBOVESPA
25.11.2021,105.811,655,IBOVESPA
24.11.2021,104.514,656,IBOVESPA
23.11.2021,103.654,657,IBOVESPA
22.11.2021,102.122,658,IBOVESPA
19.11.2021,103.035,659,IBOVESPA
18.11.2021,102.426,660,IBOVESPA
17.11.2021,102.948,661,IBOVESPA
16.11.2021,104.404,662,IBOVESPA
12.11.2021,106.335,663,IBOVESPA
